,AAV_CBLN1_OE_1,AAV_CBLN1_OE_2,AAV_CBLN1_OE_3,AAV_CTL1,AAV_CTL2,AAV_CTL3
Camp,0.498666,0.156038,0,0.158364,0,0
Gm6035,0.174735,0,0,0,0.173679,0.08213
Gm42576,0.097322,0.151945,0.061086,0.060934,0.354663,0.14364
Arhgef38,0.120434,0.313288,0.22668,0.075252,0.066525,0
Nat8l,0.067036,0.125555,0.227113,0.175925,0.039991,0.035568
Gm28373,0.034042,0.095668,0.128206,0.063952,0.372152,0.150746
Sgo2b,0.072407,0.361668,0.045435,0,0.09596,0.085433
Rpl21-ps7,0,0,0,0.619114,0,0
Pramef12,0.076223,0.285632,0.43064,0,0,0
Apoh,0,0.168196,0.507365,0,0.089038,0
D9Wsu149,0.245844,0,0.465232,0.236201,0,0
Adgrl3,0.147204,0.320021,0.040219,0.035899,0.137875,0.149682
Kif5a,0.153189,0.039125,0.209698,0.130534,0.069233,0.073892
Gm17809,0.072038,0.135046,0.271543,0.135883,0,0.063984
Gm6392,0,0.217346,0.216111,0.144096,0.075821,0.135693
Gm47508,0.121783,0.085558,0.028664,0.11435,0.030261,0.107829
Rhd,0,0,0,0,0.365095,0
Mep1b,0.124113,0.310079,0.077918,0.038891,0,0.109983
Dgki,0.142957,0.200846,0.458251,0.028463,0,0.080521
Gm28935,0,0,0,0,0,0.71941
Gm45137,0.04043,0.170396,0.115279,0.094803,0.120579,0.143823
Gm15846,0,0,0,0,0,0
Gm38253,0.125759,0.115067,0.13695,0.037787,0,0.319594
B430219N15Rik,0.144281,0,0.136194,0.274272,0,0.38656
Htr6,0.379004,0.075478,0.075865,0.075726,0.120086,0.107079
Syt6,0,0.061852,0.059379,0.276681,0.302058,0.173449
Cntfr,0.1508,0.176675,0.514385,0.047298,0,0
Elane,0,0,0,0.653344,0,0
Acsbg3,0.208208,0.032508,0.196039,0.195588,0.034487,0.12294
Aqp3,0,0.052116,0.73345,0,0.055247,0.098671
Gm15889,0.101241,0.486894,0.286412,0,0,0
Trav7n-4,0,0,0,0,0,0
Efcab12,0.183015,0.073955,0.223002,0.074192,0,0.167214
Slc16a14,0.370214,0.026675,0.214478,0.026734,0.028306,0.075634
Bcan,0.068912,0,0.064935,0,0,0.061193
Gm37513,0.083481,0.156425,0.275151,0,0,0
Gm47806,0.384609,0.270481,0.090661,0.090919,0,0
Gm26705,0,0,0.263194,0.13168,0.277373,0.062009
Insyn2a,0.176196,0.060817,0.093065,0.201359,0.108632,0.118608
Rpl19-ps10,0,0,0,0,0,0.934846
Rpl21-ps5,0,0,0,0,0,0
4732416N19Rik,0.026078,0.048852,0.098195,0.293698,0.15553,0.138494
Gm8543,0.287526,0.089859,0.181226,0.190951,0,0.08527
A930014E01Rik,0,0,0,0,0,0.93316
Gm15976,0,0,0,0,0.933153,0
Serpinf2,0.043668,0.541203,0.149705,0.123181,0,0.038703
Gm44986,0.293893,0.030649,0.153725,0.061338,0.064909,0.173508
Asgr1,0.079676,0,0,0.086715,0.267683,0.421576
Gm26581,0.140636,0.111877,0.019907,0.146233,0.096604,0.087306
Acot4,0.014142,0.026532,0.053235,0.053022,0.028121,0.037593
D630033O11Rik,0.468553,0,0,0,0.46147,0
Gm49167,0.143506,0.096998,0.142304,0.324031,0.033549,0
Rpl15-ps5,0.238674,0,0.225905,0.229002,0.236156,0
Trav11d,0,0,0,0,0,0
Gm42918,0.126721,0.118763,0.059697,0.238809,0.125861,0
1700084C06Rik,0,0,0,0.321907,0,0.456688
Trbv30,0,0,0.928681,0,0,0
B230112G18Rik,0.421287,0,0,0,0.13925,0.250753
Gm50447,0,0,0,0,0.928018,0
Gm44705,0,0,0,0.927857,0,0
Gm44957,0,0,0,0,0.042273,0
Gm13034,0.223118,0.182659,0.229217,0.13429,0.035324,0
Gm5038,0.585013,0.109748,0,0,0.232156,0
Lin7a,0.119587,0,0.438552,0.057355,0,0
Gm44613,0,0.179902,0.181032,0,0,0.171704
Gm16116,0,0,0,0.92528,0,0
Ccdc151,0.174679,0.121603,0.162973,0,0.04517,0.080594
Shcbp1l,0.045732,0.085698,0.314046,0.043011,0,0.202695
9230109A22Rik,0.105116,0.420137,0.09385,0,0.197987,0
Gm42109,0,0.924255,0,0,0,0
Gm16200,0,0,0,0,0,0.92389
Gm43375,0.075538,0.176917,0.106693,0.070983,0.150135,0.13384
Slc4a1,0,0.091797,0.036902,0,0.116929,0
Gm4066,0.923212,0,0,0,0,0
Gm32865,0,0.923108,0,0,0,0
Nanog,0.241385,0.045235,0.181879,0.040387,0.170728,0.042803
Apom,0,0.311054,0.208543,0,0,0.196954
Vgf,0.109713,0.137041,0.275482,0.156259,0.123877,0
Gm45447,0.162547,0,0.459347,0.153012,0.053825,0.04806
Clca4b,0,0.114867,0.173172,0.172716,0.243759,0.027144
2210406O10Rik,0,0.230407,0.459843,0,0,0
Gm45607,0.394823,0,0,0,0.195518,0
Elavl2,0,0.30532,0.026919,0.308485,0.081101,0
Gm43582,0,0,0,0,0,0
Gm17249,0.103637,0.218413,0.048792,0.267498,0.051518,0.091797
Gm17059,0,0,0.298307,0,0.621962,0
Gm11450,0,0,0.91996,0,0,0
Gm13135,0.204707,0.046524,0,0,0.087553,0.315934
Spata22,0.082326,0,0,0.31092,0.163469,0.292714
Henmt1,0.391864,0.064962,0.26124,0.065349,0,0
Gm15672,0.160048,0,0.075966,0.362496,0.08939,0
Tescl,0,0,0.131664,0.530087,0.13833,0
Cdcp2,0,0,0,0,0,0.916318
Spef2,0,0.07252,0.30064,0.155945,0.012331,0.063874
Gm26590,0,0.078368,0,0.155053,0.382724,0.072963
Gm2479,0,0,0.258599,0,0.27172,0.244567
Gm16120,0,0.770868,0,0.1439,0,0
Ly6g,0,0.114534,0,0.115772,0.121117,0.108856
Trav9n-2,0,0,0,0,0.913483,0
Trav9d-2,0,0,0,0,0.913483,0
Gm42782,0.311289,0,0,0.602108,0,0
Ict1os,0,0.295871,0.099178,0,0.208713,0.09364
Ace3,0,0,0,0,0,0.91225
Gm12869,0,0,0,0,0,0
Gm49656,0.911943,0,0,0,0,0
Gm47147,0.069711,0.06534,0,0,0.346142,0.185718
Otos,0.558197,0,0.175807,0.177646,0,0
Gm11946,0.149796,0.1717,0,0.021441,0.22798,0.121601
Tafa3,0.289903,0.116365,0.136436,0.097117,0.041171,0
Gm18982,0.910312,0,0,0,0,0
Gm20681,0,0,0,0,0,0.910011
C530005A16Rik,0.245168,0.036098,0.036536,0.181047,0.076578,0.034136
Gm12599,0,0,0.147259,0.482799,0,0.279662
D7Bwg0826e,0.17251,0.154909,0.032815,0.120779,0.097044,0.192781
Trim63,0.214643,0,0.049445,0.581547,0,0.063546
Gm5491,0,0,0.224273,0.684344,0,0
Clstn3,0.073156,0.04568,0.11048,0.022882,0.02424,0.052028
Gm45733,0,0.446137,0,0.462372,0,0
Gm16596,0,0,0,0,0,0
Gm31749,0,0.228385,0.459828,0,0,0.218655
Gm37145,0.033607,0,0.031642,0.15783,0.2338,0.297631
Cbfa2t2-ps1,0,0.165194,0,0,0.181778,0
Gm4939,0.078529,0.073714,0.221716,0.296022,0.155714,0
Gm38358,0,0.45217,0.453618,0,0,0
Gm20518,0.267801,0.111441,0.041289,0,0.049043,0.140465
Gm44771,0,0,0,0.431186,0,0
Gm15868,0,0,0.297188,0,0,0.283688
Pdxk-ps,0.257106,0,0.243335,0,0.040009,0.214055
Kcnj11,0,0,0.876157,0.027337,0,0
Gm31479,0,0,0,0.903162,0,0
Gm18777,0,0,0,0.903162,0,0
Gm50205,0.030366,0.261586,0.028782,0.231149,0.030868,0.135136
Gm44136,0.197031,0.09238,0,0.186355,0,0.26303
Gm45481,0.13459,0,0.127018,0,0.400431,0.240221
Gm44017,0,0,0.32559,0,0,0
Gm43148,0,0.295045,0,0.606734,0,0
Cpne5,0.134776,0.314173,0.127027,0,0.040202,0.119764
Spo11,0.099975,0,0.09411,0.070364,0,0.217553
Tro,0.013343,0.101587,0.317258,0.378057,0,0
BC048507,0,0.227069,0,0,0.239073,0.434754
Gm5871,0.721919,0,0,0,0.178815,0
Gm27026,0.262875,0.246633,0,0,0.391077,0
Gm10817,0.326874,0,0,0.077049,0.08495,0.07235
Csrp3,0,0,0.254036,0,0.533908,0
Mamdc2,0.089746,0.112089,0.100215,0.028088,0.148669,0.052973
Gm4811,0.109879,0.104539,0,0.113283,0.086336,0.413348
Gm11549,0,0.122358,0.104502,0.313328,0,0.052137
Gm43173,0,0.426411,0,0.472379,0,0
Rhox2c,0,0,0,0,0,0
Gm9796,0.422009,0.079076,0.158965,0.158699,0.041934,0.037399
Gm8795,0.897464,0,0,0,0,0
D13Ertd608e,0.896966,0,0,0,0,0
Gm11841,0.14771,0.092163,0.231747,0,0,0.274332
Gm49573,0,0,0.170875,0,0,0
Gm45886,0,0,0,0.895749,0,0
Gm4828,0,0,0,0,0,0
Kcnip4,0.136015,0.169917,0.085398,0.127916,0.045048,0.200942
2810454H06Rik,0.174349,0.027219,0.164138,0.136403,0.115529,0.025726
Spaar,0.043899,0.246695,0.144624,0.16473,0.08728,0.058266
Trav19,0,0,0,0,0,0
Gm29774,0,0,0,0.894089,0,0
Nkpd1,0.040909,0.346714,0.038523,0.115364,0.06688,0.167829
Gm28568,0,0,0,0,0.893583,0
Gm15464,0,0,0.893363,0,0,0
Gm37388,0,0.893233,0,0,0,0
5430402O13Rik,0.409003,0.127921,0,0,0.242584,0
A430035B10Rik,0,0.189877,0.047717,0.143011,0.15099,0.089847
Gm8909,0.240322,0,0.255915,0.171007,0,0
Ankmy1,0.236033,0,0.277466,0,0.083897,0.295152
0610005C13Rik,0.053239,0.180648,0.108944,0.109132,0,0.189658
Selenot-ps,0,0,0.233301,0,0.243949,0
Gm7678,0.243483,0.114202,0,0,0.120767,0.108538
Gm41662,0,0,0.307868,0,0,0.583125
Zfp750,0,0.211611,0.265847,0.026509,0,0.074998
Gm38039,0,0,0,0,0,0
Rgs22,0,0.318381,0,0,0.224031,0
4930438A08Rik,0.045708,0.042826,0.129141,0,0.375859,0
Gm5780,0.053548,0.050425,0.101234,0.150388,0.106267,0.186322
Gm40723,0,0.225123,0.226624,0,0.237042,0
Guca2b,0,0,0.225334,0,0.235707,0.42849
1700016D08Rik,0,0.888904,0,0,0,0
Gm6663,0,0.221192,0.110493,0.111073,0.116219,0.210124
Tlx1,0.046413,0.173949,0.131137,0.261928,0,0.041145
Prss46,0.087733,0.082255,0,0,0,0.156032
Sprr2f,0,0.663996,0.222799,0,0,0
Gm8925,0,0.154791,0.155445,0,0.163137,0
2900060B14Rik,0,0,0,0.886397,0,0
Gm37963,0.232919,0,0.22032,0.223484,0,0.209418
Gm26810,0,0.18476,0,0,0.097774,0.142703
Hey2,0.32957,0.13722,0.137921,0.068813,0,0
BC065403,0.106359,0.101384,0.100309,0,0.211082,0.189426
Vwa5b2,0.037136,0.173949,0.119587,0.104682,0.147619,0.13159
Gm21083,0.283915,0,0.08923,0.178946,0,0
Gm13898,0.234869,0,0,0.225399,0,0.424409
Bco1,0.16136,0.151173,0.04547,0.075835,0.111822,0.214466
Gm43379,0.13512,0.137077,0.08477,0.126615,0.022392,0.149332
Snai3,0.061151,0,0.34567,0.115213,0.060739,0
Saa4,0.137048,0.042802,0.086047,0.128892,0,0.121484
Gm9523,0.185702,0.434879,0.087456,0.175361,0,0
Gm7516,0,0.347913,0.175042,0.176849,0.183519,0
Gm44974,0.081925,0,0.077221,0.154697,0.569362,0
Gm5874,0,0.308908,0,0,0,0.297283
Tm4sf4,0.135275,0.380368,0.127466,0.063762,0,0.120111
Gm14049,0,0.211362,0,0.266171,0.216836,0
Gm11100,0.333579,0.118558,0,0,0.048529,0.303411
Cplx1,0,0.284913,0.081824,0.081695,0,0.038503
Gm9256,0.072336,0.067523,0.203657,0.186117,0.143072,0
Crxos,0,0,0.834632,0,0.045489,0
5730596B20Rik,0.081386,0.228696,0.051077,0.127319,0.080897,0.149591
Gm6109,0,0,0,0,0,0
Gm38257,0.268318,0.094257,0.094736,0.094509,0,0.029704
Rpl7a-ps10,0.154153,0,0.145983,0.29526,0.153282,0
Shisa8,0.294622,0.269974,0,0.101534,0.0716,0
Gm44424,0.106919,0,0.302141,0.126132,0.294186,0.047416
Gm14091,0,0.253781,0.255264,0,0.134183,0.120696
0610031O16Rik,0,0.614097,0,0,0,0.262252
Ascl1,0,0,0.106645,0,0,0.769235
Gm6363,0,0.099936,0.256478,0.205567,0.215832,0.097789
Gm37694,0.268414,0.125743,0.042131,0,0.0889,0.118957
Gm12526,0,0.217664,0.657304,0,0,0
Gm44860,0.160743,0.150595,0.113526,0.151089,0,0.14243
4930417O13Rik,0.191368,0,0.02471,0,0.472999,0
Gm19187,0,0.246633,0.124033,0,0,0.234538
Gm13331,0,0,0,0,0,0
Folh1,0.058581,0.03482,0.069997,0,0,0
Mylk2,0.155894,0.116825,0.234834,0.058556,0.030989,0.193255
Gm44567,0,0.298229,0.066611,0,0.281227,0.031331
Gm4117,0.207615,0.025688,0.028849,0.19301,0.19458,0.021388
Htr2a,0.204339,0,0.147932,0.176831,0.046883,0.083412
Gm42467,0.07041,0.197989,0,0,0.209767,0.250123
Gm12181,0.301266,0,0.570834,0,0,0
Rps23rg1,0.111866,0,0.423277,0.151627,0.109466,0.075658
A730049H05Rik,0.04235,0.177784,0.147861,0,0,0.237379
Mirg,0,0.357357,0,0,0.159422,0
Rplp1-ps1,0,0,0,0.87079,0,0
Gm14131,0.360187,0,0.510423,0,0,0
Gm45420,0,0,0.46076,0,0,0
Gm12933,0,0.128388,0.128124,0.128857,0.13543,0.121996
Rnase12,0.573791,0,0,0,0,0
Dscam,0.059511,0.092879,0.310631,0.130099,0.029587,0.035074
Gm35438,0,0,0,0,0,0.867294
Wscd2,0.21777,0.0965,0.170772,0.040566,0.037366,0.018385
Gm37754,0,0,0,0,0,0
Samt1,0.867171,0,0,0,0,0
Gm39302,0,0,0,0,0.867139,0
Rps8-ps5,0.2384,0,0,0,0.429703,0
Gm48435,0,0.139715,0.57311,0,0,0
Ifnb1,0,0,0.159516,0,0,0
Gm48434,0.300193,0.564732,0,0,0,0
Eci3,0.307356,0.240977,0.072418,0.243723,0,0
4731419I09Rik,0.197879,0,0.030858,0.092639,0.032638,0.347561
Gm13054,0,0,0,0.281626,0.146822,0.132292
Gm11212,0,0.8635,0,0,0,0
Armh4,0.177287,0.064303,0.503641,0.027742,0.029369,0
Ccdc89,0.319953,0.171302,0.129141,0,0.090829,0
Lin7b,0,0,0.530383,0.332082,0,0
Smoc1,0.107441,0.125796,0.348,0,0.160193,0
AA386476,0.103228,0.055807,0.056101,0.112177,0,0.26421
Col22a1,0,0.58224,0.260859,0.018429,0,0
Baat,0,0.186728,0.140774,0.140628,0.049497,0.088352
Gm37696,0.054345,0.254517,0.02558,0.025505,0.135045,0.192424
Gm17816,0.071631,0.201188,0.168512,0.16814,0,0.031705
4930540M05Rik,0.324357,0,0.218201,0.043582,0,0.082153
Gm12743,0.146439,0.06858,0.022975,0.114511,0.145567,0.086401
Gsdmc4,0.096943,0.045417,0.091306,0,0.240791,0.21488
A530088E08Rik,0,0.053009,0.20753,0,0,0
Pla2g4f,0.285498,0.165139,0.193635,0.033528,0,0.031611
A530046M15Rik,0,0.24529,0,0.061665,0.25993,0.11617
Gm43852,0.379496,0,0.238718,0.24001,0,0
Gm15013,0.153216,0,0,0,0,0.547712
F9,0.135618,0.063522,0.031922,0.159234,0,0.030028
Ace2,0,0.198923,0.249905,0,0,0.140989
Gm29460,0,0.683708,0,0.17373,0,0
Gm45437,0,0,0,0.857359,0,0
Gm43145,0,0.210119,0.211494,0.21437,0.221371,0
Mpo,0.078025,0,0.409853,0.207596,0,0
1810019N24Rik,0.206565,0.064537,0.194646,0.259671,0,0.061142
Morn5,0,0,0.343977,0,0,0.32609
Gm12501,0,0.856294,0,0,0,0
Gm12676,0,0.567923,0,0.2878,0,0
Gm4566,0,0,0.285417,0,0.297719,0.272274
Nap1l2,0.038025,0.21374,0.071611,0.250132,0,0
4930534D22Rik,0.314551,0,0.147603,0.236187,0,0.060221
Rps2-ps4,0,0.669434,0,0,0,0
Prr18,0.398429,0.052567,0,0.131704,0,0.074522
Fxyd7,0,0,0.216111,0.219135,0.226155,0
Irgc1,0.226652,0,0.106756,0.053353,0.112573,0.150809
Scg2,0.04075,0,0.359679,0.114915,0.11632,0.036109
Smc2os,0,0,0,0,0,0.202023
Gm37621,0.111592,0.119437,0.135031,0.044837,0.174346,0.126897
Myrf,0.116606,0.10175,0.17094,0.116406,0,0
Zfp520-ps,0.080746,0.075696,0.152215,0.228677,0.160338,0.071766
Gm11185,0.125421,0,0.106385,0,0.237026,0.100152
Gm49354,0,0,0,0,0,0
Pdzd9,0.094618,0.134851,0.090104,0.183611,0,0.041867
Trim66,0.028059,0.078824,0.085608,0.043812,0.083703,0.202371
Nxnl1,0.124174,0.095436,0.116935,0.116731,0.0675,0.120304
1700001P01Rik,0,0.212384,0,0.216725,0,0
Gm16214,0.148133,0.208281,0,0.13974,0,0.065796
Trav20,0.850231,0,0,0,0,0
Gm45059,0,0,0.288499,0.38595,0,0.090781
Meltf,0.130102,0,0.081641,0.183071,0.258671,0
Gm19710,0,0,0,0,0,0
Gm50103,0.188785,0.219111,0.08911,0.050068,0.221613,0.039421
Gm17048,0,0,0,0.134349,0.574767,0
Gm19261,0,0,0,0.848208,0,0
Gm4432,0,0,0,0,0.848189,0
Gm12165,0,0,0.845695,0,0,0
Dnah7c,0.007105,0.039551,0.006705,0,0.014316,0.259506
Dnah2,0.056877,0.093731,0.011893,0.04735,0.025138,0.064135
Itih3,0.082773,0.115076,0.202403,0.057677,0.030525,0
Gm43310,0.296177,0,0,0,0,0.396877
Gm15767,0,0.270736,0,0.277759,0,0
A630023P12Rik,0.086827,0,0.533911,0,0,0
Slc13a5,0.056322,0,0.053056,0.05303,0.583184,0.052119
Gfap,0.070243,0,0.29762,0.032994,0.035617,0.093324
Kcnc2,0.052663,0,0.700305,0,0,0
Nmu,0.146033,0.137042,0.275707,0.138828,0.14479,0
Gm6345,0.116948,0.109596,0,0,0,0.518833
Gm6855,0.156357,0.146747,0.14762,0,0,0
Gm42416,0,0,0.031937,0,0,0.809892
Gm33023,0,0,0.060104,0.240449,0,0.175762
Kif6,0.245151,0.181979,0,0.055653,0.162499,0.173709
Gm49941,0,0,0,0,0,0
Olfr1393,0.032554,0.121979,0.03065,0.593997,0.032354,0.028828
Rpp25,0.431119,0,0.135423,0,0.214059,0
Tlx1os,0,0.429397,0,0,0,0.410741
Gm44401,0.158548,0,0,0.223525,0.078776,0.070239
Gm48562,0,0,0,0.161613,0.504134,0
Gm10505,0.589026,0,0.058592,0.092848,0,0.047205
1700030N03Rik,0,0,0,0.408731,0.211312,0
Gm12804,0.226573,0.211261,0,0,0,0.40135
Gm11960,0.130362,0.127275,0.122182,0,0.128874,0
Serpina1c,0.151738,0,0.078795,0.477982,0,0.067406
Gm38122,0,0.498729,0,0,0,0.118578
Gm15596,0,0,0,0.150498,0.159401,0
Gm11730,0.33576,0,0.158558,0,0,0
Gm33858,0,0.068048,0.136827,0.068473,0,0.193449
Cilp2,0.08287,0.116422,0.156004,0.213762,0.082383,0.109982
Trav5-1,0,0,0.838024,0,0,0
Trav5d-4,0,0,0.838024,0,0,0
Slc38a3,0.383139,0,0.071904,0.179398,0.037942,0
Bcl2l15,0.40724,0,0.192473,0,0,0.090448
BC046401,0.141373,0.265317,0,0,0.140183,0
Gm9130,0,0,0,0,0.289985,0.54583
Ankrd34b,0,0.319025,0.320971,0.020992,0,0
1700019L13Rik,0,0,0,0.113716,0.059956,0.214262
8030456M14Rik,0.222858,0.10451,0.210204,0.105537,0,0.099266
Tex45,0,0.061901,0.311151,0,0,0.351809
Tnr,0.049298,0.039567,0.053014,0.191839,0.035016,0.213467
Stmn4,0.081766,0,0.385353,0,0,0
Gm15775,0,0,0,0.283752,0,0
Gm8213,0,0,0.424277,0,0,0.408811
Car14,0,0.113811,0.10841,0.108891,0.06428,0.054076
Tmie,0.132002,0.154568,0.155353,0.123979,0,0.1169
Igkv14-130,0,0,0,0.831309,0,0
Gm16892,0.285429,0.160557,0.107554,0.053754,0,0.109371
Gm32391,0,0,0.82937,0,0,0
Rps6-ps2,0.169925,0,0.160525,0.32459,0,0
5730521K06Rik,0.186157,0.232618,0.060784,0.120717,0,0.110146
Gm9502,0.43139,0,0,0,0,0.39785
Myo18b,0.218835,0.068716,0.098648,0.092439,0.015386,0.018536
A530072M11Rik,0.052591,0.098561,0.049538,0.296986,0,0.233214
Cd9-ps,0.211286,0.198477,0,0,0.4184,0
Musk,0.274024,0.051335,0.24825,0.025722,0.081713,0.072771
Gm7860,0,0,0.126653,0,0.133084,0.119766
Gm15283,0,0,0.132869,0,0.419211,0
Gm4035,0,0.53623,0.290648,0,0,0
Gm37233,0.070002,0.118001,0.118583,0.065615,0.041761,0.111429
Gm6916,0.146253,0.27437,0,0,0.14479,0.26099
1700028B04Rik,0.277442,0,0,0,0.548638,0
Gm18519,0.320292,0.200255,0,0.101068,0,0.095077
Rax,0,0.111063,0.279122,0.111621,0.176578,0
Tspan10,0.770616,0.05522,0,0,0,0
Gm20708,0,0,0,0.475942,0,0.197409
Gm13778,0,0,0.558761,0,0,0.266421
Gm10129,0,0,0,0,0.752585,0.072246
Ceacam18,0.195918,0,0,0.230404,0.097324,0.260567
Gm17829,0,0.824808,0,0,0,0
Slc22a13b,0.139537,0.130788,0.131488,0,0,0.061957
Gm8692,0,0,0,0,0,0.824608
Gpa33,0,0.139344,0.175069,0.209644,0,0.151038
Gpr15,0.121419,0,0.400368,0.057188,0.120602,0
Gad2,0.137911,0.301359,0.173057,0.08619,0,0
Epgn,0,0,0.15769,0.052535,0,0.395998
Ighv8-4,0,0,0,0.8237,0,0
Gm35940,0.09258,0.069365,0.087137,0.052092,0.073633,0.262076
Rd3,0.072714,0.032304,0.262816,0.10507,0.072281,0.021451
Tex26,0,0.316045,0,0.089881,0.416404,0
2810428J06Rik,0.103295,0.161274,0,0.129375,0.102658,0.182973
Gm42879,0.171556,0.040183,0.04039,0.161299,0.170468,0
Klra6,0,0.09131,0.183634,0.460441,0,0.086655
Tbr1,0,0.042319,0.042531,0,0.072402,0.059974
Cyp3a57,0,0.181879,0.319941,0.320104,0,0
Ppp4r4,0.03473,0.354943,0.30178,0,0,0
Zfp286,0.090195,0.084487,0.198134,0,0,0
Gm7054,0.149405,0,0,0.142505,0,0.52917
Pappa,0.070295,0.124333,0.205786,0.080478,0.03875,0
Gm5312,0,0,0,0,0.563439,0.257207
Muc3,0.119664,0,0.14852,0,0,0.139841
1700020N18Rik,0,0,0.269865,0,0,0.257207
Gm47122,0.82022,0,0,0,0,0
C2cd4d,0.236122,0.147565,0.29673,0.074285,0,0
Pld5,0.127556,0.052012,0.391989,0.078186,0,0
Gm49125,0,0.453741,0.152069,0,0.080092,0
Vmn2r-ps88,0.271788,0,0,0,0.269533,0
4933407L21Rik,0.094109,0.088242,0.177461,0.030199,0,0.083727
Gm6305,0.110696,0.103821,0,0.209669,0,0.39443
Gm49669,0,0,0,0,0,0
Gm13853,0,0,0,0,0.817607,0
Gm5481,0,0.817281,0,0,0,0
Slc27a2,0.068631,0,0.148589,0.258818,0.15686,0
4930562C15Rik,0.287381,0.0826,0,0,0,0
Mrap,0.112321,0,0.704588,0,0,0
9430037O13Rik,0.222563,0,0.104963,0.210791,0,0
Gm47884,0.096927,0.090888,0,0,0.288603,0.258757
Vwc2,0.229887,0,0.438638,0,0,0.068085
Dlk1,0,0,0.163891,0,0,0
Igkv6-29,0,0,0,0,0,0.814838
Pzp,0.504396,0,0.053652,0.106917,0.11334,0.016809
Mir181a-1hg,0.268345,0.150811,0.126308,0,0.026673,0.07126
Stmn3,0.095174,0.089241,0.269208,0.359936,0,0
Gm26788,0.082908,0.077954,0.051499,0.099871,0.105824,0.094272
Gm6051,0.812993,0,0,0,0,0
Rasl10b,0.173869,0.081432,0.190966,0.108821,0.172817,0.025655
Vwa3a,0.050437,0.094483,0.023739,0.023666,0,0.599553
Gm11222,0,0,0,0.330623,0.171488,0.310264
Gm826,0,0,0.20653,0,0.60534,0
Gm16565,0.553658,0.041017,0,0,0,0.038663
Gm8174,0,0.105348,0,0.425568,0,0
1700054O19Rik,0.136555,0,0,0.259371,0.135421,0
Gm9260,0,0.070978,0.215022,0.211108,0,0.066265
Gm12424,0,0.811156,0,0,0,0
Gm4247,0.212988,0.099874,0.302371,0,0.105674,0
Gm4925,0,0.120488,0,0,0.566066,0.05706
Gm13270,0.033261,0.172294,0,0,0.116571,0.058913
Rps27a-ps1,0.398024,0,0,0,0,0
Acbd7,0.301266,0,0,0,0,0
Gm37274,0.117684,0,0,0.221671,0.058448,0.313267
Gm42814,0,0,0.387806,0,0,0
Gm42967,0.490188,0,0,0.077803,0.081183,0
Fgf12,0.261084,0.170983,0.208547,0.138097,0,0
Gm5124,0.183829,0.13768,0.138396,0,0.097324,0.173711
Cyp4f14,0.236236,0.132807,0.177994,0,0.093886,0
A230028O05Rik,0.066235,0.062046,0.031181,0.06221,0.131656,0.146643
Gm49713,0.162374,0,0,0,0.643747,0
Gm27252,0,0,0.181864,0.302206,0,0
Gm43362,0.075879,0.177715,0,0.035652,0.150811,0
Rxfp3,0.188266,0.097959,0.059069,0.11773,0,0.166575
Gm8663,0,0.227469,0.228719,0,0,0
Tlcd4,0.085084,0.144584,0.145298,0.239982,0.013955,0.011548
Trav7-2,0,0,0,0,0,0
Gm37097,0,0,0,0,0,0
Gm4734,0.160219,0,0.151287,0,0,0
Gm15467,0.434914,0,0,0,0,0
Gm7459,0,0.228404,0.344572,0.230866,0,0
Defb48,0.434914,0,0,0,0,0
Cfap77,0.322261,0.156971,0.222174,0.05257,0,0.049533
Gm37804,0,0,0.269865,0,0,0
Plet1os,0.149403,0,0.091499,0.284166,0,0
4930579C12Rik,0.30076,0.069061,0,0.286898,0.145975,0
Gm17108,0.10611,0.07785,0.13632,0.106286,0.214597,0
Rims3,0.054426,0.106397,0.094128,0.217376,0,0.122645
Gm5824,0.214014,0.133659,0,0.066306,0.070526,0.187219
Csmd1,0.230048,0.159973,0.221857,0.049892,0.031455,0.011957
1700054A03Rik,0.127369,0.194567,0.159929,0.319328,0,0
Adam22,0.08689,0.14465,0.213339,0.117587,0.0384,0.025605
Gm38104,0.10243,0.239949,0.04824,0.096391,0.101762,0
Gm48808,0,0,0.801004,0,0,0
5330439M10Rik,0,0,0.801004,0,0,0
Trav9-2,0.540633,0,0,0.260355,0,0
Ovol3,0.175585,0,0.331728,0,0,0
Gm7446,0.248493,0.41188,0,0.139351,0,0
Tsks,0,0.197979,0,0,0.601704,0
Itgb1bp2,0,0.074269,0.074672,0.074778,0,0
Gm16226,0.798945,0,0,0,0,0
Plac1,0.256858,0.166245,0.083579,0,0,0.114559
Slc26a1,0.09137,0.057059,0.222515,0.057196,0.060543,0.134835
1700014D04Rik,0,0.682718,0,0,0,0
Gm14703,0.211702,0,0.16335,0.050513,0.213245,0.052841
D430013B06Rik,0.155826,0.048671,0.097851,0.048883,0,0.09213
Ly6g6c,0,0.222283,0,0,0,0.211218
Gm6052,0.392476,0,0,0,0,0
Nanos3,0,0.434418,0,0.182586,0,0
Gm5242,0,0.080408,0.161696,0.081008,0.25543,0.076256
Chrdl2,0,0.062194,0.450482,0,0,0
Gm5305,0,0,0,0,0.337445,0
Gm50335,0,0.396955,0.399513,0,0,0
Gm4835,0,0.219173,0.274951,0,0.107412,0
Gm15481,0,0,0.551677,0,0,0
Gm7271,0,0,0,0,0,0
Gm45925,0,0,0.358944,0,0,0.437197
Gm5860,0.173017,0,0.217322,0,0,0.051169
